epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
4;1.060927391052246;1.060927391052246;1.2673799991607666;1.2673799991607666
5;1.0563936233520508;1.0563936233520508;1.272653579711914;1.272653579711914
6;1.053447961807251;1.053447961807251;1.2748557329177856;1.2748557329177856
7;1.0531266927719116;1.0531266927719116;1.27690851688385;1.27690851688385
8;1.0493085384368896;1.0493085384368896;1.2826875448226929;1.2826875448226929
9;1.053618311882019;1.053618311882019;1.2750813961029053;1.2750813961029053
10;1.0429716110229492;1.0429716110229492;1.2788128852844238;1.2788128852844238
0;1.1721187829971313;1.1721187829971313;1.3114068508148193;1.3114068508148193
1;1.098793387413025;1.098793387413025;1.2615097761154175;1.2615097761154175
2;1.078175663948059;1.078175663948059;1.2457178831100464;1.2457178831100464
3;1.067108392715454;1.067108392715454;1.2444826364517212;1.2444826364517212
4;1.0593600273132324;1.0593600273132324;1.244568943977356;1.244568943977356
5;1.0536229610443115;1.0536229610443115;1.2459797859191895;1.2459797859191895
6;1.0486382246017456;1.0486382246017456;1.247590184211731;1.247590184211731
7;1.0443894863128662;1.0443894863128662;1.2485995292663574;1.2485995292663574
8;1.0401116609573364;1.0401116609573364;1.2499313354492188;1.2499313354492188
9;1.0352200269699097;1.0352200269699097;1.2500797510147095;1.2500797510147095
10;1.0306895971298218;1.0306895971298218;1.2551287412643433;1.2551287412643433
11;1.0252035856246948;1.0252035856246948;1.2534716129302979;1.2534716129302979
12;1.019899606704712;1.019899606704712;1.257628321647644;1.257628321647644
13;1.013227105140686;1.013227105140686;1.2570997476577759;1.2570997476577759
0;1.1779757738113403;1.1779757738113403;1.2915211915969849;1.2915211915969849
1;1.0961065292358398;1.0961065292358398;1.2428653240203857;1.2428653240203857
2;1.0846785306930542;1.0846785306930542;1.2644511461257935;1.2644511461257935
3;1.060455560684204;1.060455560684204;1.2495743036270142;1.2495743036270142
4;1.0639876127243042;1.0639876127243042;1.2623430490493774;1.2623430490493774
5;1.0485848188400269;1.0485848188400269;1.2546021938323975;1.2546021938323975
6;1.0422321557998657;1.0422321557998657;1.259392499923706;1.259392499923706
7;1.0340360403060913;1.0340360403060913;1.261433720588684;1.261433720588684
8;1.0283846855163574;1.0283846855163574;1.26413094997406;1.26413094997406
9;1.022204875946045;1.022204875946045;1.2668076753616333;1.2668076753616333
10;1.017200231552124;1.017200231552124;1.2670764923095703;1.2670764923095703
11;1.0125528573989868;1.0125528573989868;1.2680604457855225;1.2680604457855225
0;1.4330130815505981;1.4330130815505981;1.2459452152252197;1.2459452152252197
1;1.2201228141784668;1.2201228141784668;1.2453644275665283;1.2453644275665283
2;1.1439392566680908;1.1439392566680908;1.2474517822265625;1.2474517822265625
3;1.12583327293396;1.12583327293396;1.252508282661438;1.252508282661438
4;1.1120036840438843;1.1120036840438843;1.2556089162826538;1.2556089162826538
5;1.0827858448028564;1.0827858448028564;1.2583941221237183;1.2583941221237183
6;1.0859196186065674;1.0859196186065674;1.2611571550369263;1.2611571550369263
7;1.0800788402557373;1.0800788402557373;1.2640632390975952;1.2640632390975952
8;1.077601432800293;1.077601432800293;1.2662427425384521;1.2662427425384521
9;1.0759780406951904;1.0759780406951904;1.2680261135101318;1.2680261135101318
10;1.0749802589416504;1.0749802589416504;1.2701659202575684;1.2701659202575684
11;1.071047306060791;1.071047306060791;1.2712430953979492;1.2712430953979492
0;1.1561039686203003;1.1561039686203003;1.3086084127426147;1.3086084127426147
1;1.1042414903640747;1.1042414903640747;1.2482504844665527;1.2482504844665527
2;1.0861194133758545;1.0861194133758545;1.258937954902649;1.258937954902649
3;1.0751256942749023;1.0751256942749023;1.2359884977340698;1.2359884977340698
4;1.0697612762451172;1.0697612762451172;1.2521196603775024;1.2521196603775024
5;1.0608497858047485;1.0608497858047485;1.236604928970337;1.236604928970337
6;1.0587413311004639;1.0587413311004639;1.249044418334961;1.249044418334961
7;1.0518872737884521;1.0518872737884521;1.238051176071167;1.238051176071167
8;1.0507367849349976;1.0507367849349976;1.2478172779083252;1.2478172779083252
9;1.0439683198928833;1.0439683198928833;1.2408299446105957;1.2408299446105957
10;1.0429778099060059;1.0429778099060059;1.247588872909546;1.247588872909546
11;1.0377250909805298;1.0377250909805298;1.2424395084381104;1.2424395084381104
12;1.0359792709350586;1.0359792709350586;1.248178482055664;1.248178482055664
13;1.0312232971191406;1.0312232971191406;1.243175745010376;1.243175745010376
0;1.1499196290969849;1.1499196290969849;1.2597501277923584;1.2597501277923584
1;1.0918495655059814;1.0918495655059814;1.2593994140625;1.2593994140625
2;1.0707229375839233;1.0707229375839233;1.2590748071670532;1.2590748071670532
3;1.0603605508804321;1.0603605508804321;1.2594467401504517;1.2594467401504517
4;1.053412675857544;1.053412675857544;1.2603121995925903;1.2603121995925903
5;1.0484683513641357;1.0484683513641357;1.2609703540802002;1.2609703540802002
6;1.0440922975540161;1.0440922975540161;1.2622114419937134;1.2622114419937134
7;1.0401257276535034;1.0401257276535034;1.264405369758606;1.264405369758606
8;1.0373002290725708;1.0373002290725708;1.2667957544326782;1.2667957544326782
9;1.033740758895874;1.033740758895874;1.267565369606018;1.267565369606018
10;1.0316590070724487;1.0316590070724487;1.2695460319519043;1.2695460319519043
11;1.0286587476730347;1.0286587476730347;1.2692992687225342;1.2692992687225342
12;1.0263018608093262;1.0263018608093262;1.2715935707092285;1.2715935707092285
0;1.3597742319107056;1.3597742319107056;1.2699590921401978;1.2699590921401978
1;1.1526004076004028;1.1526004076004028;1.2795838117599487;1.2795838117599487
2;1.1131346225738525;1.1131346225738525;1.2771632671356201;1.2771632671356201
3;1.0912461280822754;1.0912461280822754;1.280076503753662;1.280076503753662
4;1.0802242755889893;1.0802242755889893;1.280601143836975;1.280601143836975
5;1.0727393627166748;1.0727393627166748;1.2810900211334229;1.2810900211334229
6;1.068069577217102;1.068069577217102;1.2786210775375366;1.2786210775375366
7;1.0646365880966187;1.0646365880966187;1.2784854173660278;1.2784854173660278
8;1.0619137287139893;1.0619137287139893;1.2798936367034912;1.2798936367034912
9;1.0587197542190552;1.0587197542190552;1.2763521671295166;1.2763521671295166
10;1.0612584352493286;1.0612584352493286;1.2814695835113525;1.2814695835113525
0;1.1167036294937134;1.1167036294937134;1.2818331718444824;1.2818331718444824
1;1.0755901336669922;1.0755901336669922;1.2698701620101929;1.2698701620101929
2;1.0681476593017578;1.0681476593017578;1.2752515077590942;1.2752515077590942
3;1.0613114833831787;1.0613114833831787;1.2669535875320435;1.2669535875320435
4;1.0591442584991455;1.0591442584991455;1.2714203596115112;1.2714203596115112
5;1.0520771741867065;1.0520771741867065;1.2675105333328247;1.2675105333328247
6;1.0493167638778687;1.0493167638778687;1.2672185897827148;1.2672185897827148
7;1.0457470417022705;1.0457470417022705;1.265304684638977;1.265304684638977
8;1.04286527633667;1.04286527633667;1.2666494846343994;1.2666494846343994
9;1.0387842655181885;1.0387842655181885;1.266087293624878;1.266087293624878
10;1.0351232290267944;1.0351232290267944;1.2670973539352417;1.2670973539352417
11;1.0311940908432007;1.0311940908432007;1.2658398151397705;1.2658398151397705
12;1.0290312767028809;1.0290312767028809;1.2664777040481567;1.2664777040481567
13;1.0247507095336914;1.0247507095336914;1.263137698173523;1.263137698173523
14;1.025497555732727;1.025497555732727;1.2699253559112549;1.2699253559112549
15;1.0183058977127075;1.0183058977127075;1.2636414766311646;1.2636414766311646
16;1.0145604610443115;1.0145604610443115;1.2654346227645874;1.2654346227645874
17;1.0087902545928955;1.0087902545928955;1.2653899192810059;1.2653899192810059
18;1.0035650730133057;1.0035650730133057;1.2695332765579224;1.2695332765579224
19;0.997358500957489;0.997358500957489;1.2710424661636353;1.2710424661636353
20;0.9922564029693604;0.9922564029693604;1.270930290222168;1.270930290222168
21;0.9865044951438904;0.9865044951438904;1.2746899127960205;1.2746899127960205
22;0.979729950428009;0.979729950428009;1.2791179418563843;1.2791179418563843
23;0.9710089564323425;0.9710089564323425;1.2828037738800049;1.2828037738800049
0;1.1860129833221436;1.1860129833221436;1.279153823852539;1.279153823852539
1;1.0942150354385376;1.0942150354385376;1.2427016496658325;1.2427016496658325
2;1.0790714025497437;1.0790714025497437;1.259501338005066;1.259501338005066
3;1.0670219659805298;1.0670219659805298;1.2385287284851074;1.2385287284851074
4;1.0626293420791626;1.0626293420791626;1.252335786819458;1.252335786819458
5;1.0523473024368286;1.0523473024368286;1.24043607711792;1.24043607711792
6;1.050609827041626;1.050609827041626;1.251753568649292;1.251753568649292
7;1.0430200099945068;1.0430200099945068;1.2408734560012817;1.2408734560012817
8;1.0423438549041748;1.0423438549041748;1.2515819072723389;1.2515819072723389
9;1.0342872142791748;1.0342872142791748;1.2424746751785278;1.2424746751785278
10;1.0331687927246094;1.0331687927246094;1.2510032653808594;1.2510032653808594
11;1.0268007516860962;1.0268007516860962;1.2438580989837646;1.2438580989837646
12;1.0255720615386963;1.0255720615386963;1.2519694566726685;1.2519694566726685
13;1.020371913909912;1.020371913909912;1.2444512844085693;1.2444512844085693
0;1.2448736429214478;1.2448736429214478;1.3468043804168701;1.3468043804168701
1;1.1487393379211426;1.1487393379211426;1.4472202062606812;1.4472202062606812
2;1.1118162870407104;1.1118162870407104;1.55745530128479;1.55745530128479
3;1.0888409614562988;1.0888409614562988;1.5506478548049927;1.5506478548049927
4;1.0717439651489258;1.0717439651489258;1.5855785608291626;1.5855785608291626
5;1.0579335689544678;1.0579335689544678;1.594369888305664;1.594369888305664
6;1.047402024269104;1.047402024269104;1.5918840169906616;1.5918840169906616
7;1.0375499725341797;1.0375499725341797;1.5875986814498901;1.5875986814498901
8;1.0285521745681763;1.0285521745681763;1.581737756729126;1.581737756729126
9;1.0209920406341553;1.0209920406341553;1.5897746086120605;1.5897746086120605
10;1.0142227411270142;1.0142227411270142;1.5828461647033691;1.5828461647033691
0;1.1311862468719482;1.1311862468719482;1.258145809173584;1.258145809173584
1;1.0811240673065186;1.0811240673065186;1.2466336488723755;1.2466336488723755
2;1.0719579458236694;1.0719579458236694;1.2489300966262817;1.2489300966262817
3;1.0649020671844482;1.0649020671844482;1.2511613368988037;1.2511613368988037
4;1.0599730014801025;1.0599730014801025;1.2519465684890747;1.2519465684890747
5;1.055288553237915;1.055288553237915;1.252555251121521;1.252555251121521
6;1.0510843992233276;1.0510843992233276;1.252243995666504;1.252243995666504
7;1.0467652082443237;1.0467652082443237;1.2544944286346436;1.2544944286346436
8;1.0424771308898926;1.0424771308898926;1.2531464099884033;1.2531464099884033
9;1.0386204719543457;1.0386204719543457;1.2555960416793823;1.2555960416793823
10;1.032910704612732;1.032910704612732;1.2517590522766113;1.2517590522766113
11;1.0326566696166992;1.0326566696166992;1.2564418315887451;1.2564418315887451
0;1.1295849084854126;1.1295849084854126;1.2723530530929565;1.2723530530929565
1;1.0853832960128784;1.0853832960128784;1.245956301689148;1.245956301689148
2;1.0734070539474487;1.0734070539474487;1.2562735080718994;1.2562735080718994
3;1.0643246173858643;1.0643246173858643;1.2520946264266968;1.2520946264266968
4;1.0613133907318115;1.0613133907318115;1.2631466388702393;1.2631466388702393
5;1.052918791770935;1.052918791770935;1.2661937475204468;1.2661937475204468
6;1.0498470067977905;1.0498470067977905;1.268050193786621;1.268050193786621
7;1.043350338935852;1.043350338935852;1.2737231254577637;1.2737231254577637
8;1.0412354469299316;1.0412354469299316;1.2774217128753662;1.2774217128753662
9;1.0379666090011597;1.0379666090011597;1.279289960861206;1.279289960861206
10;1.02998948097229;1.02998948097229;1.2852181196212769;1.2852181196212769
11;1.0248806476593018;1.0248806476593018;1.2874715328216553;1.2874715328216553
0;1.1083258390426636;1.1083258390426636;1.2510535717010498;1.2510535717010498
1;1.084623098373413;1.084623098373413;1.2589770555496216;1.2589770555496216
2;1.0730652809143066;1.0730652809143066;1.2554014921188354;1.2554014921188354
3;1.069288969039917;1.069288969039917;1.2627099752426147;1.2627099752426147
4;1.0625382661819458;1.0625382661819458;1.2622013092041016;1.2622013092041016
5;1.0585973262786865;1.0585973262786865;1.2620837688446045;1.2620837688446045
6;1.056078314781189;1.056078314781189;1.2622634172439575;1.2622634172439575
7;1.0541964769363403;1.0541964769363403;1.2626014947891235;1.2626014947891235
8;1.0512062311172485;1.0512062311172485;1.26183021068573;1.26183021068573
9;1.0492802858352661;1.0492802858352661;1.2636221647262573;1.2636221647262573
10;1.0468214750289917;1.0468214750289917;1.2636034488677979;1.2636034488677979
0;1.2192226648330688;1.2192226648330688;1.2682551145553589;1.2682551145553589
1;1.1168192625045776;1.1168192625045776;1.275060772895813;1.275060772895813
2;1.086838722229004;1.086838722229004;1.2683254480361938;1.2683254480361938
3;1.0739240646362305;1.0739240646362305;1.2724274396896362;1.2724274396896362
4;1.0671740770339966;1.0671740770339966;1.2695412635803223;1.2695412635803223
5;1.0595980882644653;1.0595980882644653;1.2715506553649902;1.2715506553649902
6;1.0591559410095215;1.0591559410095215;1.2739191055297852;1.2739191055297852
7;1.0596837997436523;1.0596837997436523;1.2734736204147339;1.2734736204147339
8;1.055015206336975;1.055015206336975;1.2700177431106567;1.2700177431106567
9;1.0555219650268555;1.0555219650268555;1.2731634378433228;1.2731634378433228
10;1.0491663217544556;1.0491663217544556;1.2757424116134644;1.2757424116134644
0;1.3065072298049927;1.3065072298049927;1.337565541267395;1.337565541267395
1;1.139963984489441;1.139963984489441;1.297107219696045;1.297107219696045
2;1.1111462116241455;1.1111462116241455;1.2835688591003418;1.2835688591003418
3;1.0985324382781982;1.0985324382781982;1.275547742843628;1.275547742843628
4;1.0903953313827515;1.0903953313827515;1.270241141319275;1.270241141319275
5;1.0841736793518066;1.0841736793518066;1.2661279439926147;1.2661279439926147
6;1.0793462991714478;1.0793462991714478;1.263281226158142;1.263281226158142
7;1.0752367973327637;1.0752367973327637;1.2611541748046875;1.2611541748046875
8;1.0717321634292603;1.0717321634292603;1.2591166496276855;1.2591166496276855
9;1.0687999725341797;1.0687999725341797;1.2576524019241333;1.2576524019241333
10;1.0660651922225952;1.0660651922225952;1.2564674615859985;1.2564674615859985
11;1.0635443925857544;1.0635443925857544;1.2558941841125488;1.2558941841125488
12;1.06141197681427;1.06141197681427;1.2558554410934448;1.2558554410934448
13;1.0593485832214355;1.0593485832214355;1.255212426185608;1.255212426185608
14;1.0575790405273438;1.0575790405273438;1.2546895742416382;1.2546895742416382
15;1.055838942527771;1.055838942527771;1.2548015117645264;1.2548015117645264
16;1.0542129278182983;1.0542129278182983;1.2545850276947021;1.2545850276947021
17;1.0526610612869263;1.0526610612869263;1.2544629573822021;1.2544629573822021
18;1.0511038303375244;1.0511038303375244;1.2543350458145142;1.2543350458145142
19;1.0496373176574707;1.0496373176574707;1.2535855770111084;1.2535855770111084
20;1.0484331846237183;1.0484331846237183;1.2537699937820435;1.2537699937820435
21;1.0471802949905396;1.0471802949905396;1.2534784078598022;1.2534784078598022
22;1.0461153984069824;1.0461153984069824;1.2536391019821167;1.2536391019821167
23;1.0449714660644531;1.0449714660644531;1.252799153327942;1.252799153327942
24;1.0440925359725952;1.0440925359725952;1.2533880472183228;1.2533880472183228
25;1.0428409576416016;1.0428409576416016;1.252786636352539;1.252786636352539
26;1.0421370267868042;1.0421370267868042;1.254260540008545;1.254260540008545
27;1.0411078929901123;1.0411078929901123;1.2529183626174927;1.2529183626174927
28;1.0405675172805786;1.0405675172805786;1.2543387413024902;1.2543387413024902
29;1.039291501045227;1.039291501045227;1.2526334524154663;1.2526334524154663
30;1.0390865802764893;1.0390865802764893;1.2557806968688965;1.2557806968688965
31;1.0376369953155518;1.0376369953155518;1.2527086734771729;1.2527086734771729
32;1.0382139682769775;1.0382139682769775;1.2571438550949097;1.2571438550949097
33;1.0366671085357666;1.0366671085357666;1.2518131732940674;1.2518131732940674
34;1.0378155708312988;1.0378155708312988;1.2582058906555176;1.2582058906555176
35;1.0348612070083618;1.0348612070083618;1.252258539199829;1.252258539199829
36;1.035186529159546;1.035186529159546;1.2572537660598755;1.2572537660598755
37;1.0321675539016724;1.0321675539016724;1.2539801597595215;1.2539801597595215
38;1.032684087753296;1.032684087753296;1.2574148178100586;1.2574148178100586
39;1.030748724937439;1.030748724937439;1.254259705543518;1.254259705543518
40;1.0310291051864624;1.0310291051864624;1.257711410522461;1.257711410522461
41;1.0293782949447632;1.0293782949447632;1.254421353340149;1.254421353340149
42;1.0297231674194336;1.0297231674194336;1.2582707405090332;1.2582707405090332
43;1.0280382633209229;1.0280382633209229;1.2543872594833374;1.2543872594833374
0;1.2721664905548096;1.2721664905548096;1.3019405603408813;1.3019405603408813
1;1.104303240776062;1.104303240776062;1.2841113805770874;1.2841113805770874
2;1.0835670232772827;1.0835670232772827;1.2772852182388306;1.2772852182388306
3;1.072474479675293;1.072474479675293;1.27384614944458;1.27384614944458
4;1.0650498867034912;1.0650498867034912;1.269960641860962;1.269960641860962
5;1.0592833757400513;1.0592833757400513;1.2701950073242188;1.2701950073242188
6;1.0540170669555664;1.0540170669555664;1.265605092048645;1.265605092048645
7;1.0515133142471313;1.0515133142471313;1.271661400794983;1.271661400794983
8;1.0469540357589722;1.0469540357589722;1.259578824043274;1.259578824043274
9;1.0493327379226685;1.0493327379226685;1.2713572978973389;1.2713572978973389
10;1.0417476892471313;1.0417476892471313;1.2567728757858276;1.2567728757858276
11;1.0428286790847778;1.0428286790847778;1.268143653869629;1.268143653869629
12;1.0350899696350098;1.0350899696350098;1.2560967206954956;1.2560967206954956
13;1.0371066331863403;1.0371066331863403;1.2674424648284912;1.2674424648284912
14;1.0292527675628662;1.0292527675628662;1.2541238069534302;1.2541238069534302
15;1.0331162214279175;1.0331162214279175;1.2655723094940186;1.2655723094940186
16;1.027635931968689;1.027635931968689;1.2515887022018433;1.2515887022018433
17;1.0260800123214722;1.0260800123214722;1.2590805292129517;1.2590805292129517
18;1.018534779548645;1.018534779548645;1.2562445402145386;1.2562445402145386
19;1.0173102617263794;1.0173102617263794;1.2577178478240967;1.2577178478240967
20;1.013892412185669;1.013892412185669;1.2569633722305298;1.2569633722305298
21;1.0117100477218628;1.0117100477218628;1.2576998472213745;1.2576998472213745
22;1.0090012550354004;1.0090012550354004;1.256853461265564;1.256853461265564
23;1.0064698457717896;1.0064698457717896;1.2593315839767456;1.2593315839767456
24;1.0036578178405762;1.0036578178405762;1.2560960054397583;1.2560960054397583
25;1.0018022060394287;1.0018022060394287;1.2606449127197266;1.2606449127197266
26;0.9984015822410583;0.9984015822410583;1.255017876625061;1.255017876625061
0;1.3689906597137451;1.3689906597137451;1.2920336723327637;1.2920336723327637
1;1.1489428281784058;1.1489428281784058;1.2797597646713257;1.2797597646713257
2;1.1038767099380493;1.1038767099380493;1.267810583114624;1.267810583114624
3;1.0860859155654907;1.0860859155654907;1.2645108699798584;1.2645108699798584
4;1.073133111000061;1.073133111000061;1.2627242803573608;1.2627242803573608
5;1.0631262063980103;1.0631262063980103;1.2656532526016235;1.2656532526016235
6;1.056931495666504;1.056931495666504;1.2701704502105713;1.2701704502105713
7;1.0556750297546387;1.0556750297546387;1.268844723701477;1.268844723701477
8;1.0562424659729004;1.0562424659729004;1.2684820890426636;1.2684820890426636
9;1.0545967817306519;1.0545967817306519;1.2710301876068115;1.2710301876068115
10;1.0523492097854614;1.0523492097854614;1.274563193321228;1.274563193321228
11;1.0485788583755493;1.0485788583755493;1.2721086740493774;1.2721086740493774
12;1.0438512563705444;1.0438512563705444;1.2738020420074463;1.2738020420074463
13;1.0447973012924194;1.0447973012924194;1.271328330039978;1.271328330039978
14;1.0435247421264648;1.0435247421264648;1.2689310312271118;1.2689310312271118
0;1.195259690284729;1.195259690284729;1.25467050075531;1.25467050075531
1;1.0987589359283447;1.0987589359283447;1.2644100189208984;1.2644100189208984
2;1.0731858015060425;1.0731858015060425;1.2596920728683472;1.2596920728683472
3;1.0630239248275757;1.0630239248275757;1.2569384574890137;1.2569384574890137
4;1.055064082145691;1.055064082145691;1.2567148208618164;1.2567148208618164
5;1.0493755340576172;1.0493755340576172;1.2541372776031494;1.2541372776031494
6;1.043695330619812;1.043695330619812;1.2524001598358154;1.2524001598358154
7;1.0401567220687866;1.0401567220687866;1.2513599395751953;1.2513599395751953
8;1.0359216928482056;1.0359216928482056;1.2467726469039917;1.2467726469039917
9;1.033461093902588;1.033461093902588;1.2509793043136597;1.2509793043136597
10;1.0296467542648315;1.0296467542648315;1.2418841123580933;1.2418841123580933
11;1.0297625064849854;1.0297625064849854;1.252634048461914;1.252634048461914
12;1.0258829593658447;1.0258829593658447;1.2388044595718384;1.2388044595718384
13;1.0314377546310425;1.0314377546310425;1.2560322284698486;1.2560322284698486
14;1.0213441848754883;1.0213441848754883;1.2374366521835327;1.2374366521835327
15;1.0242208242416382;1.0242208242416382;1.253475546836853;1.253475546836853
16;1.0128793716430664;1.0128793716430664;1.242066740989685;1.242066740989685
17;1.0126034021377563;1.0126034021377563;1.2502058744430542;1.2502058744430542
18;1.0066475868225098;1.0066475868225098;1.2479020357131958;1.2479020357131958
19;1.0049766302108765;1.0049766302108765;1.2508691549301147;1.2508691549301147
20;1.001833438873291;1.001833438873291;1.2497755289077759;1.2497755289077759
21;0.9999008774757385;0.9999008774757385;1.2520684003829956;1.2520684003829956
22;0.9960148930549622;0.9960148930549622;1.2505748271942139;1.2505748271942139
23;0.9940098524093628;0.9940098524093628;1.2541942596435547;1.2541942596435547
24;0.9900845885276794;0.9900845885276794;1.251082181930542;1.251082181930542
0;1.1567631959915161;1.1567631959915161;1.2798774242401123;1.2798774242401123
1;1.0891778469085693;1.0891778469085693;1.2712512016296387;1.2712512016296387
2;1.0743064880371094;1.0743064880371094;1.2546641826629639;1.2546641826629639
3;1.0673600435256958;1.0673600435256958;1.2710392475128174;1.2710392475128174
4;1.0584741830825806;1.0584741830825806;1.250692367553711;1.250692367553711
5;1.0543911457061768;1.0543911457061768;1.2685643434524536;1.2685643434524536
6;1.0448623895645142;1.0448623895645142;1.256584882736206;1.256584882736206
7;1.0418636798858643;1.0418636798858643;1.267993688583374;1.267993688583374
8;1.0358282327651978;1.0358282327651978;1.261278748512268;1.261278748512268
9;1.0337567329406738;1.0337567329406738;1.2705944776535034;1.2705944776535034
10;1.0288429260253906;1.0288429260253906;1.2629501819610596;1.2629501819610596
11;1.0280095338821411;1.0280095338821411;1.2737377882003784;1.2737377882003784
12;1.0246427059173584;1.0246427059173584;1.259843111038208;1.259843111038208
13;1.0246049165725708;1.0246049165725708;1.2737607955932617;1.2737607955932617
14;1.0193508863449097;1.0193508863449097;1.2616431713104248;1.2616431713104248
0;50992.18359375;50992.18359375;11391.20703125;11391.20703125
1;2632.7685546875;2632.7685546875;1026.8284912109375;1026.8284912109375
2;1333.2196044921875;1333.2196044921875;5400.19384765625;5400.19384765625
3;1847.8355712890625;1847.8355712890625;3230.939208984375;3230.939208984375
4;2898.251708984375;2898.251708984375;7948.3359375;7948.3359375
5;3817.609130859375;3817.609130859375;6854.3310546875;6854.3310546875
6;4164.6435546875;4164.6435546875;10671.9755859375;10671.9755859375
7;3504.922607421875;3504.922607421875;6110.36962890625;6110.36962890625
8;2830.11669921875;2830.11669921875;3079.1728515625;3079.1728515625
9;2065.875;2065.875;1993.29052734375;1993.29052734375
10;1345.4683837890625;1345.4683837890625;1115.3662109375;1115.3662109375
11;972.5333251953125;972.5333251953125;843.6575317382812;843.6575927734375
12;846.7467041015625;846.7467041015625;704.2147827148438;704.2147827148438
13;606.06982421875;606.06982421875;610.9466552734375;610.9466552734375
14;772.0396728515625;772.0396728515625;1028.3856201171875;1028.3856201171875
15;647.5404663085938;647.5404663085938;778.412109375;778.412109375
16;790.7120971679688;790.7120971679688;1090.570556640625;1090.570556640625
17;500.78936767578125;500.78936767578125;1871.9320068359375;1871.9320068359375
18;704.3157958984375;704.3157958984375;1910.98388671875;1910.98388671875
19;757.1123046875;757.1123046875;6766.4384765625;6766.4384765625
20;1166.934326171875;1166.934326171875;3484.513427734375;3484.513427734375
21;1098.767333984375;1098.767333984375;8776.69921875;8776.69921875
22;1492.4630126953125;1492.4630126953125;6756.8984375;6756.8984375
23;2193.6640625;2193.6640625;7195.37109375;7195.37109375
0;1.139316439628601;1.139316439628601;1.289626121520996;1.289626121520996
1;1.095481514930725;1.095481514930725;1.2448030710220337;1.2448030710220337
2;1.092092514038086;1.092092514038086;1.2760446071624756;1.2760446071624756
3;1.076402187347412;1.076402187347412;1.2409536838531494;1.2409536838531494
4;1.0750726461410522;1.0750726461410522;1.2653974294662476;1.2653974294662476
5;1.0576465129852295;1.0576465129852295;1.2454580068588257;1.2454580068588257
6;1.054915428161621;1.054915428161621;1.2615691423416138;1.2615691423416138
7;1.0444953441619873;1.0444953441619873;1.249961018562317;1.249961018562317
8;1.0436614751815796;1.0436614751815796;1.2595312595367432;1.2595312595367432
9;1.037727952003479;1.037727952003479;1.248511791229248;1.248511791229248
10;1.0379430055618286;1.0379430055618286;1.2572978734970093;1.2572978734970093
11;1.0331374406814575;1.0331374406814575;1.2465884685516357;1.2465884685516357
12;1.034380555152893;1.034380555152893;1.2566156387329102;1.2566156387329102
13;1.030135154724121;1.030135154724121;1.2438908815383911;1.2438908815383911
