epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
0;1.0344115495681763;1.0344115495681763;1.115486741065979;1.115486741065979
1;0.9721978902816772;0.9721978902816772;1.1267180442810059;1.1267180442810059
2;0.9471475481987;0.9471475481987;1.1376395225524902;1.1376395225524902
3;0.9435592293739319;0.9435592293739319;1.1382983922958374;1.1382983922958374
4;0.9303907155990601;0.9303907155990601;1.1435352563858032;1.1435352563858032
5;0.9295201301574707;0.9295201301574707;1.1454776525497437;1.1454776525497437
6;0.9206441044807434;0.9206441044807434;1.147790789604187;1.147790789604187
7;0.9190870523452759;0.9190870523452759;1.1491494178771973;1.1491494178771973
8;0.9141285419464111;0.9141285419464111;1.1506248712539673;1.1506248712539673
9;0.9122750163078308;0.9122750163078308;1.152204155921936;1.152204155921936
10;0.9091049432754517;0.9091049432754517;1.153177261352539;1.153177261352539
0;1.2073729038238525;1.2073729038238525;1.5469367504119873;1.5469367504119873
1;1.1888524293899536;1.1888524293899536;1.5168722867965698;1.5168722867965698
2;1.154412031173706;1.154412031173706;1.4727802276611328;1.4727802276611328
3;1.11228346824646;1.11228346824646;1.4229689836502075;1.4229689836502075
4;1.0697890520095825;1.0697890520095825;1.3743855953216553;1.3743855953216553
5;1.0327633619308472;1.0327633619308472;1.3306117057800293;1.3306117057800293
6;1.0031952857971191;1.0031952857971191;1.293885350227356;1.293885350227356
7;0.9811981320381165;0.9811981320381165;1.265960454940796;1.265960454940796
8;0.9657041430473328;0.9657041430473328;1.2457777261734009;1.2457777261734009
9;0.9549057483673096;0.9549057483673096;1.2319872379302979;1.2319872379302979
10;0.9474311470985413;0.9474311470985413;1.222295880317688;1.222295880317688
11;0.9420605897903442;0.9420605897903442;1.2155812978744507;1.2155812978744507
12;0.9379644989967346;0.9379644989967346;1.2104926109313965;1.2104926109313965
13;0.9344443082809448;0.9344443082809448;1.206613302230835;1.206613302230835
14;0.9315149188041687;0.9315149188041687;1.2034169435501099;1.2034169435501099
15;0.9291754364967346;0.9291754364967346;1.2015470266342163;1.2015470266342163
16;0.9272474646568298;0.9272474646568298;1.2005887031555176;1.2005887031555176
17;0.9254878163337708;0.9254878163337708;1.1996406316757202;1.1996406316757202
18;0.9238786697387695;0.9238786697387695;1.1987887620925903;1.1987887620925903
19;0.922206699848175;0.922206699848175;1.1982778310775757;1.1982778310775757
20;0.9208895564079285;0.9208895564079285;1.1982207298278809;1.1982207298278809
21;0.9196901321411133;0.9196901321411133;1.198395848274231;1.198395848274231
22;0.9186541438102722;0.9186541438102722;1.1986054182052612;1.1986054182052612
23;0.917558491230011;0.917558491230011;1.1991609334945679;1.1991609334945679
24;0.9165560603141785;0.9165560603141785;1.1995543241500854;1.1995543241500854
25;0.9155790209770203;0.9155790209770203;1.20061457157135;1.20061457157135
26;0.9148773550987244;0.9148773550987244;1.2002369165420532;1.2002369165420532
27;0.9135146737098694;0.9135146737098694;1.2019532918930054;1.2019532918930054
28;0.9131149649620056;0.9131149649620056;1.201854944229126;1.201854944229126
