epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
0;1.050809383392334;1.050809383392334;1.0954457521438599;1.0954457521438599
1;0.9874361753463745;0.9874361753463745;1.0218297243118286;1.0218297243118286
2;0.9483106136322021;0.9483106136322021;0.9969928860664368;0.9969928860664368
3;0.932884156703949;0.932884156703949;0.9725974798202515;0.9725974798202515
4;0.9209757447242737;0.9209757447242737;0.963816225528717;0.963816225528717
5;0.9117750525474548;0.9117750525474548;0.9558731913566589;0.9558731913566589
6;0.9052596688270569;0.9052596688270569;0.949301540851593;0.949301540851593
7;0.9002360105514526;0.9002360105514526;0.9471763372421265;0.9471763372421265
8;0.8957621455192566;0.8957621455192566;0.9473158121109009;0.9473158121109009
9;0.89277184009552;0.89277184009552;0.9452918767929077;0.9452918767929077
10;0.8893303871154785;0.8893303871154785;0.9449958801269531;0.9449958801269531
11;0.8865551948547363;0.8865551948547363;0.9469636082649231;0.9469636082649231
12;0.8839678168296814;0.8839678168296814;0.9461824297904968;0.9461824297904968
13;0.8820154070854187;0.8820154070854187;0.9448875784873962;0.9448875784873962
14;0.8790233135223389;0.8790233135223389;0.9447100162506104;0.9447100162506104
15;0.8767601847648621;0.8767601847648621;0.945967972278595;0.945967972278595
16;0.8735390305519104;0.8735390305519104;0.9469752311706543;0.9469752311706543
17;0.8723688721656799;0.8723688721656799;0.9470342993736267;0.9470342993736267
18;0.8689077496528625;0.8689077496528625;0.9469356536865234;0.9469356536865234
19;0.8680393695831299;0.8680393695831299;0.9466724991798401;0.9466724991798401
20;0.8647416830062866;0.8647416830062866;0.9517416954040527;0.9517416954040527
21;0.8637199997901917;0.8637199997901917;0.9502127766609192;0.9502127766609192
22;0.8604747653007507;0.8604747653007507;0.9532764554023743;0.9532764554023743
23;0.859398365020752;0.859398365020752;0.9513700604438782;0.9513700604438782
24;0.8568010330200195;0.8568010330200195;0.9535344839096069;0.9535344839096069
0;1.0463966131210327;1.0463966131210327;1.0868463516235352;1.0868463516235352
1;0.9897471070289612;0.9897471070289612;1.0169187784194946;1.0169187784194946
2;0.9573008418083191;0.9573008418083191;1.0092061758041382;1.0092061758041382
3;0.9451118111610413;0.9451118111610413;0.9685366153717041;0.9685366153717041
4;0.9253352284431458;0.9253352284431458;0.9736973643302917;0.9736973643302917
5;0.9225489497184753;0.9225489497184753;0.957603394985199;0.957603394985199
6;0.9132673740386963;0.9132673740386963;0.9573736190795898;0.9573736190795898
7;0.9108666181564331;0.9108666181564331;0.9497378468513489;0.9497378468513489
8;0.9059877395629883;0.9059877395629883;0.9500690698623657;0.9500690698623657
9;0.9040078520774841;0.9040078520774841;0.945970892906189;0.945970892906189
10;0.9002821445465088;0.9002821445465088;0.9477118849754333;0.9477118849754333
11;0.8987331390380859;0.8987331390380859;0.9436224699020386;0.9436224699020386
12;0.8945314884185791;0.8945314884185791;0.9461791515350342;0.9461791515350342
13;0.8950977325439453;0.8950977325439453;0.9376787543296814;0.9376787543296814
14;0.8905219435691833;0.8905219435691833;0.9444549083709717;0.9444549083709717
15;0.8924712538719177;0.8924712538719177;0.9339738488197327;0.9339738488197327
16;0.8859239220619202;0.8859239220619202;0.9425212740898132;0.9425212740898132
17;0.887438952922821;0.887438952922821;0.9339126348495483;0.9339126348495483
18;0.8814891576766968;0.8814891576766968;0.9400372505187988;0.9400372505187988
19;0.8818405866622925;0.8818405866622925;0.9324132800102234;0.9324132800102234
20;0.8763585090637207;0.8763585090637207;0.9390710592269897;0.9390710592269897
21;0.8758148550987244;0.8758148550987244;0.9350468516349792;0.9350468516349792
22;0.8717138767242432;0.8717138767242432;0.9424050450325012;0.9424050450325012
23;0.8707924485206604;0.8707924485206604;0.9384214878082275;0.9384214878082275
24;0.8679149150848389;0.8679149150848389;0.9441049695014954;0.9441049695014954
